Bonus Name,Aztecs,Berbers,Britons,Burmese,Byzantines,Celts,Chinese,Ethiopians,Franks,Goths,Huns,Incas,Indians,Italians,Japanese,Khmer,Koreans,Magyars,Malay,Malians,Mayans,Mongols,Persians,Portuguese,Saracens,Slavs,Spanish,Teutons,Turks,Vietnamese,Vikings
Cavalry Archer_HP_rating_in_the_Castle_Age,50,50,50,50,50,50,50,50,60,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,60,50
Cavalry Archer_HP_rating_in_the_Feudal_Age,50,50,50,50,50,50,50,50,60,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,60,50
Cavalry Archer_HP_rating_in_the_Imperial_Age,50,50,50,50,50,50,50,50,60,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,60,50
Cavalry_Archer_firing_rate,2.03,2.03,2.03,2.03,2.03,2.03,2.03,2.03,2.03,2.03,2.03,2.03,2.03,2.03,2.03,2.03,2.03,2.03,2.03,2.03,2.03,2.436,2.03,2.03,2.03,2.03,2.03,2.03,2.03,2.03,2.03
Cavalry_Archer_gold_cost_in_the_Castle_Age,60,60,60,60,60,60,60,60,60,60,54,60,60,60,60,60,60,60,60,60,60,60,60,51,60,60,60,60,60,60,60
Cavalry_Archer_gold_cost_in_the_Dark_Age,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,51,60,60,60,60,60,60,60
Cavalry_Archer_gold_cost_in_the_Feudal_Age,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,51,60,60,60,60,60,60,60
Cavalry_Archer_gold_cost_in_the_Imperial_Age,60,60,60,60,60,60,60,60,60,60,48,60,60,60,60,60,60,60,60,60,60,60,60,51,60,60,60,60,60,60,60
Cavalry_Archer_wood_cost_in_the_Castle_Age,40,40,40,40,40,40,40,40,40,40,36,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40
Cavalry_Archer_wood_cost_in_the_Imperial_Age,40,40,40,40,40,40,40,40,40,40,32,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40
Cavalry_Archers_attack_bonus_against_standard_buildings,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,10,6,6,6,6,6,6
Chain_Barding_Armor_cost_in_Food_in_the_Castle_Age,250,250,250,250,250,250,212.5,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250
Chain_Barding_Armor_cost_in_Food_in_the_Imperial_Age,250,250,250,250,250,250,200,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250
Chain_Barding_Armor_cost_in_Gold_in_the_Castle_Age,150,150,150,150,150,150,127.5,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,0,150,150,150,150
Chain_Barding_Armor_cost_in_Gold_in_the_Imperial_Age,150,150,150,150,150,150,120,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,0,150,150,150,150
Chain_Mail_Armor_cost_in_Food_in_the_Castle_Age,200,200,200,200,200,200,170,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200
Chain_Mail_Armor_cost_in_Food_in_the_Imperial_Age,200,200,200,200,200,200,160,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200
Chain_Mail_Armor_cost_in_Gold_in_the_Castle_Age,100,100,100,100,100,100,85,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0,100,100,100,100
Chain_Mail_Armor_cost_in_Gold_in_the_Imperial_Age,100,100,100,100,100,100,80,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0,100,100,100,100
Champion_AttackBonusvsArcher_starting_in_the_Imperial_Age,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Champion_AttackBonusvsBuilding_starting_in_the_Imperial_Age,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Champion_AttackBonusvsBuilding_unpacked_starting_in_the_Imperial_Age,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Champion_AttackBonusvsCamel_starting_in_the_Imperial_Age,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Champion_AttackBonusvsCastle_starting_in_the_Imperial_Age,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Champion_AttackBonusvsCavalry_archer_starting_in_the_Imperial_Age,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Champion_AttackBonusvsCavalry_starting_in_the_Imperial_Age,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Champion_AttackBonusvsCondottiero_starting_in_the_Imperial_Age,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Champion_AttackBonusvsEagle_Warrior_starting_in_the_Imperial_Age,8,8,8,11,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
Champion_AttackBonusvsGunpowder_unit_starting_in_the_Imperial_Age,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Champion_AttackBonusvsInfantry_starting_in_the_Imperial_Age,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Champion_AttackBonusvsMonk_starting_in_the_Imperial_Age,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Champion_AttackBonusvsRam_starting_in_the_Imperial_Age,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Champion_AttackBonusvsShip_starting_in_the_Imperial_Age,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Champion_AttackBonusvsSiege_weapon_starting_in_the_Imperial_Age,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Champion_AttackBonusvsSpearman_starting_in_the_Imperial_Age,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Champion_AttackBonusvsStandard_building_starting_in_the_Imperial_Age,4,4,4,7,4,4,4,4,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
Champion_AttackBonusvsStone_defense_starting_in_the_Imperial_Age,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Champion_AttackBonusvsTurtle_Ship_starting_in_the_Imperial_Age,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Champion_AttackBonusvsUnique_unit_starting_in_the_Imperial_Age,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Champion_AttackBonusvsWall_and_gate_starting_in_the_Imperial_Age,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Champion_AttackBonusvsWar_elephant_starting_in_the_Imperial_Age,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Champion_cost_in_Food,60,60,60,60,60,60,60,60,60,39,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60
Champion_cost_in_Gold,20,20,20,20,20,20,20,20,20,13,20,20,20,20,20,20,20,20,20,20,20,20,20,17,20,20,20,20,20,20,20
Champion_creation_speed,17.85,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21
Champion_Hit_points_starting_in_the_Imperial_Age,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,84
Champion_move_Speed,0.9,0.9,0.9,0.9,0.9,1.035,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
Champion_pierce_armor_rating_in_the_Castle_Age,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1
Champion_pierce_armor_rating_in_the_Feudal_Age,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1
Champion_pierce_armor_rating_in_the_Imperial_Age,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1
Champion_Rate_of_Fire_starting_in_the_Imperial_Age,2.03,2.03,2.03,2.03,2.03,2.03,2.03,2.03,2.03,2.03,2.03,2.03,2.03,2.03,2.5375,2.03,2.03,2.03,2.03,2.03,2.03,2.03,2.03,2.03,2.03,2.03,2.03,2.03,2.03,2.03,2.03
Chemistry_cost_in_Food_in_the_Imperial_Age,300,300,300,300,300,300,240,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,0,300,300
Chemistry_cost_in_Gold_in_the_Imperial_Age,200,200,200,200,200,200,160,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,0,200,200
Chu_Ko_Nu_gold_cost,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,29.75,35,35,35,35,35,35,35
Coinage_cost_in_Food_in_the_Castle_Age,200,200,200,200,200,200,170,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200
Coinage_cost_in_Food_in_the_Imperial_Age,200,200,200,200,200,200,160,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200
Coinage_cost_in_Gold_in_the_Castle_Age,100,100,100,100,100,100,85,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Coinage_cost_in_Gold_in_the_Imperial_Age,100,100,100,100,100,100,80,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Commodity_trading_fee_percent,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,5,30,30,30,30,30,30
Condottiero_gold_cost,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,29.75,35,35,35,35,35,35,35
Condottiero_pierce_armor_rating_in_the_Castle_Age,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
Condottiero_pierce_armor_rating_in_the_Feudal_Age,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Condottiero_pierce_armor_rating_in_the_Imperial_Age,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
Conquistador_gold_cost,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,59.5,70,70,70,70,70,70,70
Conscription_cost_in_Food_in_the_Imperial_Age,150,150,150,150,150,150,120,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,0,150
Conscription_cost_in_Gold_in_the_Imperial_Age,150,150,150,150,150,150,120,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,0,150
Crop_Rotation_cost_in_Food,250,250,250,250,250,250,250,250,0,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250
Crop_Rotation_cost_in_Wood,250,250,250,250,250,250,250,250,0,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250
Crossbowman_Attack_Range_vs_buildings_in_the_Castle_Age,5,5,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
Crossbowman_Attack_Range_vs_buildings_in_the_Imperial_Age,5,5,7,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
Crossbowman_Attack_Range_vs_units_in_the_Castle_Age,5,5,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
Crossbowman_Attack_Range_vs_units_in_the_Imperial_Age,5,5,7,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
Crossbowman_creation_speed,22.95,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27
Crossbowman_Gold_in_the_Castle_Age,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,36,45,45,38.25,45,45,45,45,45,45,45
Crossbowman_Gold_in_the_Imperial_Age,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,31.5,45,45,38.25,45,45,45,45,45,45,45
Crossbowman_HP_rating_in_the_Castle_Age,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,42,35
Crossbowman_HP_rating_in_the_Feudal_Age,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,42,35
Crossbowman_HP_rating_in_the_Imperial_Age,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,42,35
Crossbowman_Wood_in_the_Castle_Age,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,20,25,25,25,25,25,25,25,25,25,25
Crossbowman_Wood_in_the_Imperial_Age,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,17.5,25,25,25,25,25,25,25,25,25,25
Deep_Fish_per_Fishing_Ship_per_Minute_in_the_Castle_Age,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2.3,2,2,2,2,2,2,2,2.3,2,2,2,2,2,2,2,2
Deep_Fish_per_Fishing_Ship_per_Minute_in_the_Dark_Age,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2.1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
Deep_Fish_per_Fishing_Ship_per_Minute_in_the_Feudal_Age,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2.2,2,2,2,2,2,2,2,2.2,2,2,2,2,2,2,2,2
Deep_Fish_per_Fishing_Ship_per_Minute_in_the_Imperial_Age,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2.4,2,2,2,2,2,2,2,2.4,2,2,2,2,2,2,2,2
Deer_per_Villager_per_Minute_to_the_Town_Center_upon_reaching_Castle_Age,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,33,25.3,22,22,22,22,22,22,22,22
Deer_per_Villager_per_Minute_to_the_Town_Center_upon_reaching_Feudal_Age,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,33,24.2,22,22,22,22,22,22,22,22
Deer_per_Villager_per_Minute_to_the_Town_Center_upon_reaching_Imperial_Age,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,33,26.4,22,22,22,22,22,22,22,22
Demolition_Raft_creation_speed,38.25,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45
Demolition_Raft_gold_cost,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,42.5,50,50,50,50,50,50,50
Demolition_Raft_HP,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,49.5,45,45,45,45,45,45,45
Demolition_Raft_Speed,1.5,1.65,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5
Demolition_Ship_creation_speed,26.35,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31
Demolition_Ship_gold_cost,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,42.5,50,50,50,50,50,50,50
Demolition_Ship_HP,60,60,60,60,60,60,90,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,66,60,60,60,60,60,60,60
Demolition_Ship_Speed,1.6,1.76,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6
Dock_build_time,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,24.5,35,35,35,35
Dock_cost_in_wood,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,127.5,150,150,150,150,150,150,150,150,150,150,150
Dock_HP_upon_reaching_Castle_Age,1800,1800,1800,1800,2340,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,3600,1800,1800,1800,1800,1800,1800,1800,1800
Dock_HP_upon_reaching_Dark_Age,1800,1800,1800,1800,1980,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800
Dock_HP_upon_reaching_Feudal_Age,1800,1800,1800,1800,2160,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,3600,1800,1800,1800,1800,1800,1800,1800,1800
Dock_HP_upon_reaching_Imperial_Age,1800,1800,1800,1800,2520,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,3600,1800,1800,1800,1800,1800,1800,1800,1800
Double-Bit_Axe_cost_in_Food_in_the_Castle_Age,100,100,100,0,100,100,85,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Double-Bit_Axe_cost_in_Food_in_the_Feudal_Age,100,100,100,0,100,100,90,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Double-Bit_Axe_cost_in_Food_in_the_Imperial_Age,100,100,100,0,100,100,80,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Double-Bit_Axe_cost_in_Wood_in_the_Castle_Age,50,50,50,0,50,50,42.5,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50
Double-Bit_Axe_cost_in_Wood_in_the_Feudal_Age,50,50,50,0,50,50,45,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50
Double-Bit_Axe_cost_in_Wood_in_the_Imperial_Age,50,50,50,0,50,50,40,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50
Dry_Dock_cost_in_Food_in_the_Imperial_Age,600,600,600,600,600,600,480,600,600,600,600,600,600,300,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600
Dry_Dock_cost_in_Gold_in_the_Imperial_Age,400,400,400,400,400,400,320,400,400,400,400,400,400,200,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400
Eagle_Scout_at_start_of_game,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Eagle_Scout_creation_speed,29.75,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35
Eagle_Scout_gold_cost,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,42.5,50,50,50,50,50,50,50
Eagle_Scout_pierce_armor_rating_in_the_Castle_Age,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,2,2,2,2,2,2,2,2,2,2
Eagle_Scout_pierce_armor_rating_in_the_Feudal_Age,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2
Eagle_Scout_pierce_armor_rating_in_the_Imperial_Age,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,5,2,2,2,2,2,2,2,2,2,2,2
Eagle_Warrior_creation_speed,29.75,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35
Eagle_Warrior_gold_cost,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,42.5,50,50,50,50,50,50,50
Eagle_Warrior_pierce_armor_rating_in_the_Castle_Age,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,3,3,3,3,3,3,3,3,3,3,3
Eagle_Warrior_pierce_armor_rating_in_the_Feudal_Age,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3
Eagle_Warrior_pierce_armor_rating_in_the_Imperial_Age,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,6,3,3,3,3,3,3,3,3,3,3,3
Elephant_Archer_gold_cost,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,68,80,80,80,80,80,80,80
Elite Skirmisher_HP_rating_in_the_Castle_Age,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,42,35
Elite Skirmisher_HP_rating_in_the_Feudal_Age,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,42,35
Elite Skirmisher_HP_rating_in_the_Imperial_Age,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,42,35
Elite_Arambai_gold_cost,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,51,60,60,60,60,60,60,60
Elite_Ballista_Elephant_gold_cost,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,68,80,80,80,80,80,80,80
Elite_Battle_Elephant_food_cost,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,84,120,120,120,120,120,120,120,120,120,120,120,120
Elite_Battle_Elephant_speed,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.9775,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85
Elite_Berserk_gold_cost,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,21.25,25,25,25,25,25,25,25
Elite_Berserk_Hit_points_starting_in_the_Castle_Age,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,86.25
Elite_Berserk_Hit_points_starting_in_the_Imperial_Age,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,90
Elite_Boyar_gold_cost,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,68,80,80,80,80,80,80,80
Elite_Camel_Archer_cost_in_gold,60,60,60,60,45,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60
Elite_Camel_Archer_cost_in_wood,50,50,50,50,37.5,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50
Elite_Camel_Archer_gold_cost,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,51,60,60,60,60,60,60,60
Elite_Camel_Archer_pierce_armor_rating,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Elite_Cannon_Galleon_Accuracy_against_buildings,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,92,50,50,50,50
Elite_Cannon_Galleon_Accuracy_against_units,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,92,50,50,50,50
Elite_Cannon_Galleon_cost_in_Gold,150,150,150,150,150,150,150,150,150,150,150,150,150,120,150,150,150,150,150,150,150,150,150,127.5,150,150,150,150,150,150,150
Elite_Cannon_Galleon_cost_in_Wood,200,200,200,200,200,200,200,200,200,200,200,200,200,160,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200
Elite_Cannon_Galleon_creation_speed,39.1,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46
Elite_Cannon_Galleon_Hit_points,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,165,150,150,150,150,187.5,150,150
Elite_Cannon_Galleon_PSpeed,1.95,1.95,1.95,1.95,1.95,1.95,1.95,1.95,1.95,1.95,1.95,1.95,1.95,1.95,1.95,1.95,1.95,1.95,1.95,1.95,1.95,1.95,1.95,1.95,1.95,1.95,7,1.95,1.95,1.95,1.95
Elite_Caravel_gold_cost,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,28.9,34,34,34,34,34,34,34
Elite_Caravel_HP,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,181.5,165,165,165,165,165,165,165
Elite_Cataphract_gold_cost,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,63.75,75,75,75,75,75,75,75
Elite_Chu_Ko_Nu_gold_cost,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,29.75,35,35,35,35,35,35,35
Elite_Conquistador_gold_cost,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,59.5,70,70,70,70,70,70,70
Elite_Eagle_Warrior_creation_speed,17,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20
Elite_Eagle_Warrior_gold_cost,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,42.5,50,50,50,50,50,50,50
Elite_Eagle_Warrior_pierce_armor_rating_in_the_Castle_Age,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,6,4,4,4,4,4,4,4,4,4,4,4
Elite_Eagle_Warrior_pierce_armor_rating_in_the_Feudal_Age,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4,4,4,4,4,4,4,4,4,4,4
